priority_rank,content_hash_id,decline_probability,reason_codes,recommended_action
34225,content_7a1aa4f013855f3a,0.39028015451337317,Low query breadth (over-reliant on few queries),Expand coverage: add missing subtopics/sections to earn more query variety
34226,content_1413aa778abb751f,0.39027324460214274,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
34227,content_114adf254513751a,0.3902719140260995,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
34228,content_c44c443d93ba41c1,0.3902615001184875,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
34229,content_f228da7f3148c3fb,0.3902502127557862,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
34230,content_d0548fd70a0b977f,0.39024592412205195,Low query breadth (over-reliant on few queries); Under-clicking relative to peers,Expand coverage: add missing subtopics/sections to earn more query variety
34231,content_15bd215f2b7e3db8,0.39023204302412207,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
34232,content_70c3664b99c7b53e,0.39023030223045274,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
34233,content_1215f643c75d90cc,0.39022846688141427,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
34234,content_a4aaa5459e8d320a,0.39022293151536164,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
34235,content_8a771b35f7760841,0.39022131141777827,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
34236,content_234ffdc755cdcbf2,0.3902075577974866,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
34237,content_4519bef6ad82d06e,0.39019476686802007,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
34238,content_17d649be5212e74f,0.39019043271272447,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
34239,content_efc39e2f74b03fe0,0.3901806774690318,No single dominant signal -- review manually,Manual review -- no clear driver
34240,content_65f9e6b0c0c1669a,0.3901709326576973,Low query breadth (over-reliant on few queries),Expand coverage: add missing subtopics/sections to earn more query variety
34241,content_adbf574d6e35d59b,0.3901618351254405,Low query breadth (over-reliant on few queries),Expand coverage: add missing subtopics/sections to earn more query variety
34242,content_95693a7f87459d45,0.3901603767946956,Low query breadth (over-reliant on few queries),Expand coverage: add missing subtopics/sections to earn more query variety
34243,content_8c5020ceb8864e80,0.39015851185750483,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
34244,content_5568bd244d094d57,0.3901581199554829,Low query breadth (over-reliant on few queries); Under-clicking relative to peers,Expand coverage: add missing subtopics/sections to earn more query variety
34245,content_6dda00a7fc03a82c,0.3901543764200152,Under-clicking relative to peers; High query concentration (single-query dependency),Rewrite title/meta description to improve click-through
34246,content_394ee9368c73b3b6,0.3901487186057222,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
34247,content_cb23df37c5e69c7b,0.3901420724070894,Low query breadth (over-reliant on few queries),Expand coverage: add missing subtopics/sections to earn more query variety
34248,content_d8b5f590c82807bb,0.39012809068383947,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
34249,content_da4730e6850efd65,0.39012289546243084,Low query breadth (over-reliant on few queries),Expand coverage: add missing subtopics/sections to earn more query variety
34250,content_018cd234f4c18487,0.3901137312076136,Low query breadth (over-reliant on few queries); Under-clicking relative to peers,Expand coverage: add missing subtopics/sections to earn more query variety
34251,content_3419fa1ca9b774b8,0.39010241289694836,Low query breadth (over-reliant on few queries); Under-clicking relative to peers,Expand coverage: add missing subtopics/sections to earn more query variety
34252,content_4c03f5a217389435,0.390097499832897,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
34253,content_2d59d62a6602407a,0.3900956000363928,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
34254,content_5a790d5768394c81,0.39009116337155947,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
34255,content_33408300e7b20e0c,0.3900862679466878,Under-clicking relative to peers; Weak average position,Rewrite title/meta description to improve click-through
34256,content_408fd908405e7483,0.39008404978741146,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
34257,content_524ed25b1bac914d,0.390074487816152,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
34258,content_6bc3589504bab587,0.3900626284534475,No single dominant signal -- review manually,Manual review -- no clear driver
34259,content_20df056093d0600e,0.39006180777560495,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
34260,content_12d31df974c6680c,0.39006147410407505,Low query breadth (over-reliant on few queries); Under-clicking relative to peers,Expand coverage: add missing subtopics/sections to earn more query variety
34261,content_1fa2dc328d94f59a,0.39006103600101083,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
34262,content_90f68b6681294e86,0.3900607974777788,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
34263,content_afd313a649501a37,0.39005448494149497,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
34264,content_9e5756c79cdca7df,0.39004745000602964,Weak average position,Refresh content + rebuild internal links to lift ranking
34265,content_b240862a29fa90c6,0.390045469194699,Low query breadth (over-reliant on few queries),Expand coverage: add missing subtopics/sections to earn more query variety
34266,content_a693fcfd596f66dc,0.39004414783453395,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
34267,content_d0f158ed932ec749,0.39002043213340204,Low query breadth (over-reliant on few queries); High query concentration (single-query dependency),Expand coverage: add missing subtopics/sections to earn more query variety
34268,content_9fab6a27a1ce5a61,0.3900199247475708,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
34269,content_25bf6f2846262162,0.39001913260504173,Weak average position; Low query breadth (over-reliant on few queries),Refresh content + rebuild internal links to lift ranking
34270,content_2042b211d4ce89b8,0.39001659501229596,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
34271,content_2ee6196c65a9bb1a,0.3900088026385941,Low query breadth (over-reliant on few queries); High query concentration (single-query dependency),Expand coverage: add missing subtopics/sections to earn more query variety
34272,content_f2f1d36fd1ff5a40,0.38999599533448054,Under-clicking relative to peers; High query concentration (single-query dependency),Rewrite title/meta description to improve click-through
34273,content_61bb8a11b9602655,0.38996524951680644,Low query breadth (over-reliant on few queries); Under-clicking relative to peers,Expand coverage: add missing subtopics/sections to earn more query variety
34274,content_fffc7f2781221803,0.3899593983765464,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
